,SKN load,MSR load,ATG load,GLP load,DMA load,MTQ load,LCA load,SVG load,GRD load,BRB load
5338,32.98,2.02,52.6,241.8,15.5,220.7,57.1,21.9,32.0,146.3
5339,33.09,2.0,53.41,246.2,15.2,220.8,56.8,21.9,31.6,145.5
5340,33.02,1.98,52.72,236.4,15.1,217.4,56.5,22.0,31.9,143.1
5341,31.86,1.93,50.5,234.6,14.6,211.1,55.0,21.3,30.8,139.6
5342,30.43,1.83,49.1,229.1,14.6,205.5,53.3,20.4,29.8,135.3
5343,30.11,1.83,48.67,226.7,14.4,203.1,53.0,20.3,29.3,132.6
5344,30.3,1.79,48.5,222.5,14.2,201.6,52.0,20.4,28.9,131.1
5345,30.01,1.83,49.26,220.8,14.4,202.7,52.7,20.5,29.1,135.0
5346,32.13,1.95,52.45,239.1,15.1,215.8,55.4,21.5,31.7,140.6
5347,35.32,2.12,56.65,254.7,16.2,233.6,60.3,23.1,33.4,154.2
5348,34.56,2.06,54.87,251.9,15.8,229.5,60.5,22.6,32.9,151.6
5349,33.07,2.0,53.65,246.0,15.4,220.4,56.6,21.7,31.5,145.8
5350,32.95,1.94,52.05,239.6,15.4,218.4,57.3,21.7,31.7,144.2
5351,30.84,1.84,50.29,225.9,14.6,207.0,53.2,20.7,29.8,138.1
5352,29.17,1.73,46.85,212.9,13.8,195.0,50.6,19.7,28.6,126.9
5353,28.01,1.66,44.87,206.4,13.1,186.7,49.1,18.8,27.2,121.4
5354,26.83,1.61,43.93,200.1,12.5,181.4,47.1,18.1,26.5,120.3
5355,26.41,1.59,42.62,193.9,12.4,178.4,46.5,17.7,26.0,118.7
5356,26.17,1.6,42.89,191.5,12.3,176.6,45.4,17.9,25.8,117.7
5357,26.64,1.56,42.42,191.3,12.2,175.4,45.6,17.6,25.3,114.1
5358,25.9,1.57,41.88,190.3,12.1,174.1,44.8,17.3,25.4,114.0
5359,27.19,1.67,44.79,205.0,12.9,184.0,47.4,18.6,26.8,122.3
5360,28.86,1.73,46.0,209.5,13.3,192.5,50.1,19.5,27.5,125.4
5361,29.98,1.78,47.86,215.3,13.9,198.1,52.3,19.6,29.1,132.1
5362,30.39,1.82,48.82,219.3,14.1,201.9,53.2,20.3,29.3,133.6
5363,30.74,1.87,49.35,222.9,14.3,205.2,52.8,20.5,29.6,137.3
5364,30.55,1.85,49.7,227.0,14.4,204.4,52.5,20.6,29.7,135.2
5365,28.91,1.75,46.67,217.8,13.6,195.1,51.5,19.3,28.6,130.0
5366,27.91,1.67,45.31,202.9,12.9,186.2,48.7,18.9,27.0,123.1
5367,27.03,1.66,43.85,203.1,12.7,182.8,46.9,18.3,26.5,120.7
5368,27.04,1.61,43.56,200.2,12.6,181.4,47.4,18.0,26.6,120.6
5369,27.8,1.64,44.51,201.0,12.8,183.4,48.0,18.6,26.3,119.2
5370,29.4,1.79,46.78,213.9,13.9,196.9,51.2,19.8,28.6,131.2
5371,33.21,1.98,53.11,237.5,15.4,219.0,57.2,21.8,31.9,144.9
5372,32.79,1.97,52.83,240.3,15.1,219.4,57.7,21.9,32.2,146.2
5373,31.96,1.92,51.56,238.3,15.3,216.1,56.5,21.9,31.2,141.9
5374,32.48,1.94,51.25,236.4,15.2,214.2,56.1,21.2,30.6,139.8
5375,30.52,1.85,48.22,224.4,14.4,203.1,52.6,20.3,29.9,135.5
5376,28.8,1.71,45.0,211.5,13.2,190.1,49.2,19.1,27.9,123.7
5377,27.52,1.66,44.1,198.5,13.0,183.0,46.9,18.2,26.3,119.6
5378,27.17,1.63,42.42,198.6,12.4,178.8,45.8,17.9,25.9,119.6
5379,26.54,1.6,42.51,194.6,12.2,175.9,45.4,17.8,25.3,116.1
5380,26.54,1.61,43.29,196.2,12.5,177.9,45.9,18.0,26.2,116.6
5381,28.2,1.67,44.95,201.1,13.1,185.5,48.0,18.6,26.8,121.1
5382,29.18,1.75,46.58,213.1,13.4,192.0,49.3,19.4,28.2,125.7
5383,31.91,1.91,51.92,236.4,14.9,213.5,55.1,21.6,30.5,140.3
5384,35.09,2.08,55.28,252.3,16.0,231.4,60.5,23.4,33.9,153.9
5385,37.15,2.21,58.09,267.1,17.2,244.8,63.7,24.2,35.6,162.4
5386,36.84,2.22,58.86,270.4,17.2,246.5,63.8,24.9,35.3,163.7
5387,37.87,2.26,61.06,276.6,17.5,250.9,64.7,24.9,36.3,165.5
5388,39.19,2.39,63.8,286.5,18.6,262.3,68.8,26.5,37.5,174.5
5389,37.61,2.3,60.73,280.0,17.6,253.5,66.8,25.7,36.4,166.9
5390,37.55,2.25,60.09,272.1,17.6,248.2,65.3,24.6,36.4,161.5
5391,35.71,2.12,57.26,261.2,16.6,235.3,60.7,23.7,34.3,156.8
5392,33.74,2.03,53.96,252.7,16.1,226.6,58.1,22.6,32.6,149.3
5393,34.03,2.04,53.87,243.6,15.9,224.0,58.1,22.5,32.0,145.7
5394,35.5,2.09,55.37,259.1,16.2,233.3,61.3,23.4,33.9,154.3
5395,36.58,2.23,58.77,271.3,17.3,247.6,63.7,25.1,35.8,161.6
5396,35.83,2.19,58.5,268.7,16.8,241.8,63.0,24.2,34.7,159.0
5397,34.61,2.07,54.91,251.0,16.0,228.6,59.1,22.6,32.7,151.3
5398,33.29,2.01,54.07,247.4,15.7,222.8,58.1,22.2,32.5,147.7
5399,31.2,1.89,50.25,228.9,14.5,208.7,53.9,20.6,29.9,138.6
5400,28.99,1.74,46.77,213.0,13.5,195.2,50.2,19.4,28.2,129.7
5401,27.78,1.67,44.64,206.3,12.9,186.5,48.3,18.8,27.0,122.6
5402,27.44,1.62,43.31,198.9,12.6,180.3,46.4,18.1,26.3,118.4
5403,26.68,1.6,43.37,195.5,12.7,178.8,46.7,17.7,26.1,119.7
5404,26.9,1.6,42.76,194.9,12.8,179.9,47.0,17.9,26.3,118.5
5405,28.59,1.7,44.84,206.6,13.0,188.2,48.3,18.9,27.1,124.9
5406,29.4,1.75,46.75,213.9,13.7,195.9,50.9,19.6,28.2,130.4
5407,32.26,1.94,51.58,240.1,15.1,217.7,57.0,22.0,31.9,144.5
5408,35.88,2.14,56.66,262.7,16.7,236.8,61.8,23.5,34.8,156.4
5409,37.23,2.23,58.49,269.9,17.4,245.8,63.3,24.6,35.2,162.3
5410,36.32,2.23,59.1,271.1,17.2,245.6,63.8,24.6,35.7,162.2
5411,38.63,2.32,63.13,281.6,18.2,259.6,67.3,26.2,37.3,171.1
5412,37.04,2.25,59.65,277.2,17.4,250.0,65.5,24.9,35.7,166.7
5413,37.43,2.3,59.73,276.8,17.6,252.0,64.6,25.5,36.5,165.6
5414,36.01,2.21,57.63,270.6,17.2,243.7,64.1,24.5,35.0,162.7
5415,37.26,2.24,58.79,269.6,17.3,245.3,63.3,24.5,35.5,159.5
5416,36.25,2.17,57.01,262.1,16.5,238.1,62.4,23.8,35.0,159.0
5417,32.58,1.98,53.42,239.2,15.5,220.0,57.5,21.7,31.5,143.5
5418,34.81,2.12,56.52,254.7,16.1,234.0,61.0,23.7,34.0,152.8
5419,36.77,2.23,58.77,275.0,17.4,247.9,64.8,24.6,35.4,163.0
5420,36.59,2.19,58.33,266.6,16.8,240.6,62.3,24.3,34.5,160.5
5421,34.56,2.04,54.53,247.6,16.1,228.3,59.0,23.2,33.4,150.6
5422,33.78,2.01,53.4,240.6,15.5,222.0,57.7,22.2,32.4,147.7
5423,30.91,1.87,50.5,229.6,14.6,208.8,54.9,20.8,30.2,139.1
5424,28.98,1.77,47.08,213.6,13.5,195.4,51.5,19.7,28.4,128.7
5425,28.06,1.69,45.58,207.4,13.1,187.6,49.1,18.6,27.0,124.7
5426,27.09,1.62,43.61,202.3,12.8,181.7,47.5,18.3,26.1,120.6
5427,27.21,1.6,43.43,194.0,12.5,178.8,45.8,17.7,26.0,118.8
5428,26.36,1.58,43.27,193.2,12.5,177.6,46.0,17.5,26.1,118.2
5429,26.79,1.61,42.8,196.1,12.4,177.0,46.2,17.7,25.8,115.9
5430,26.31,1.55,42.02,189.9,12.1,173.1,45.2,17.2,25.0,112.6
5431,27.05,1.6,42.97,195.9,12.7,179.1,46.7,17.9,25.7,119.7
5432,28.24,1.68,45.27,202.0,13.1,186.4,48.8,18.6,27.1,124.1
5433,28.36,1.71,46.27,212.2,13.3,191.2,50.0,19.0,27.4,126.1
5434,29.02,1.77,46.79,214.6,13.7,195.3,50.9,19.5,28.4,127.9
5435,29.97,1.8,47.65,219.9,14.1,200.5,52.2,20.2,29.2,130.7
5436,30.04,1.8,48.8,220.9,14.1,201.2,52.2,19.9,29.4,134.0
5437,29.07,1.74,46.81,216.4,13.7,195.1,51.1,19.8,28.6,129.9
5438,27.94,1.68,44.45,208.2,13.0,186.6,48.7,18.7,27.3,124.1
5439,26.96,1.64,43.78,202.2,12.8,181.3,47.4,18.0,26.1,118.1
5440,27.21,1.6,43.37,199.3,12.6,179.7,46.5,17.9,26.2,118.3
5441,27.45,1.65,43.31,201.6,12.8,181.4,47.5,18.2,26.2,119.8
5442,29.56,1.77,47.23,220.1,14.0,197.6,51.5,19.9,28.3,129.3
5443,32.91,1.98,53.39,241.9,15.3,219.2,56.4,22.0,31.7,145.6
5444,33.29,2.01,52.09,238.8,15.4,219.6,57.2,21.9,31.4,144.5
5445,31.97,1.92,50.97,232.2,14.9,213.3,55.3,21.4,30.8,140.9
5446,31.44,1.88,50.39,232.3,14.8,210.1,54.7,21.1,30.7,137.0
5447,29.48,1.81,47.53,215.1,13.9,198.5,51.8,19.6,28.4,131.4
5448,28.28,1.71,45.36,203.9,13.2,187.8,48.7,19.0,27.5,124.3
5449,26.91,1.61,42.93,194.0,12.3,177.6,46.1,17.9,25.9,116.9
5450,25.85,1.58,41.49,192.1,12.2,173.7,45.7,17.2,24.8,115.3
5451,25.63,1.53,41.11,191.1,12.1,171.7,45.3,17.3,24.7,112.6
5452,25.87,1.56,40.67,188.6,11.9,171.6,45.1,17.2,25.0,113.2
5453,27.32,1.63,43.03,200.5,12.6,179.8,46.6,18.1,25.9,117.0
5454,28.21,1.71,45.17,206.0,13.3,188.6,49.0,18.8,27.0,123.6
5455,32.09,1.93,51.33,231.7,14.7,212.2,54.8,21.4,31.0,141.0
5456,35.45,2.11,56.15,259.0,16.5,235.0,61.9,23.8,34.4,156.4
5457,36.7,2.19,58.89,268.2,17.3,244.0,63.7,24.6,34.9,159.1
5458,36.94,2.22,58.8,272.5,17.3,246.7,63.6,25.0,35.8,163.9
5459,38.11,2.24,60.97,275.8,17.5,251.2,66.2,25.4,36.6,165.5
5460,38.02,2.26,60.98,282.5,17.7,255.2,66.2,25.8,36.9,170.9
5461,37.91,2.22,59.92,273.2,17.6,249.6,64.1,25.3,36.5,164.3
5462,37.32,2.18,58.38,271.5,17.3,245.3,63.1,24.8,35.7,162.7
5463,35.48,2.1,56.26,263.2,16.7,236.5,61.3,23.7,34.1,153.8
5464,34.53,2.06,54.73,254.3,16.2,231.1,60.1,22.8,33.1,154.2
5465,33.46,2.0,53.52,249.0,15.4,223.9,58.5,22.5,32.2,148.1
5466,35.18,2.11,56.87,260.9,16.4,234.0,60.0,23.2,34.3,154.3
5467,37.3,2.21,59.96,274.7,17.6,249.1,64.2,24.7,36.6,166.3
5468,36.15,2.21,58.41,264.8,17.1,243.9,64.3,24.6,35.3,161.1
5469,34.81,2.09,55.73,255.5,16.0,231.8,59.6,23.2,33.4,152.1
5470,33.7,2.06,53.94,248.4,15.9,227.2,59.0,23.0,32.7,150.6
5471,31.93,1.95,52.03,232.9,14.9,214.6,56.3,21.7,30.7,141.5
5472,30.09,1.81,47.46,223.2,14.0,200.6,51.9,19.9,28.9,133.0
5473,28.78,1.68,45.83,210.6,13.4,189.2,49.4,19.2,27.8,124.1
5474,27.85,1.64,43.99,199.6,12.9,184.0,47.5,18.6,26.5,120.9
5475,27.58,1.63,44.1,200.7,12.6,181.6,47.3,17.9,26.5,120.4
5476,27.57,1.66,43.59,202.7,12.9,181.7,47.3,18.0,26.6,119.4
5477,28.2,1.71,44.53,206.0,13.0,188.2,48.4,18.6,27.6,123.7
5478,28.87,1.77,47.12,214.8,13.7,195.4,50.5,19.6,28.2,127.8
5479,31.95,1.94,51.68,239.8,15.1,216.1,55.7,21.7,31.6,144.6
5480,35.61,2.13,57.58,264.0,16.5,237.2,61.7,24.0,34.5,157.3
5481,36.86,2.2,59.59,276.8,17.5,248.1,65.4,24.9,36.3,161.5
5482,37.84,2.29,61.0,279.5,17.4,252.1,66.1,25.4,36.5,168.8
5483,37.59,2.23,60.21,271.2,17.2,248.4,65.1,24.7,36.5,164.8
5484,38.76,2.26,61.97,278.5,17.8,254.7,65.7,25.1,36.4,166.5
5485,36.71,2.21,57.93,267.6,17.0,245.0,62.8,24.8,35.5,160.0
5486,36.61,2.13,58.16,266.0,16.8,240.5,61.7,23.9,34.6,159.3
5487,35.01,2.13,56.27,260.3,16.5,236.9,61.9,23.7,34.2,155.6
5488,34.46,2.12,56.16,255.8,16.4,232.4,61.2,23.5,33.4,152.5
5489,33.47,1.98,53.28,241.1,15.5,220.1,57.2,22.1,31.6,145.0
5490,33.89,2.06,54.69,250.9,15.8,226.9,59.3,22.5,33.3,149.7
5491,37.21,2.19,59.89,268.7,17.5,246.8,64.6,24.4,35.6,164.0
5492,35.88,2.14,56.66,260.3,16.7,238.7,62.9,23.9,34.4,159.4
5493,34.35,2.06,55.12,252.7,15.9,227.3,58.3,22.6,33.3,149.6
5494,33.94,2.02,53.47,243.2,15.8,223.3,57.7,22.5,32.8,147.2
5495,31.81,1.9,50.23,234.2,14.6,211.0,54.5,20.8,30.8,138.8
5496,29.95,1.77,46.86,215.8,13.8,197.4,52.0,20.0,28.4,131.7
5497,28.38,1.69,44.74,208.8,12.9,187.4,49.3,18.5,26.9,124.7
5498,27.45,1.65,43.82,199.4,12.9,183.6,47.7,18.4,26.4,119.7
5499,26.97,1.58,42.8,198.7,12.4,178.5,46.7,18.1,26.2,118.1
5500,26.94,1.6,42.91,198.5,12.3,177.8,45.9,17.6,25.5,118.2
5501,27.0,1.62,42.72,198.6,12.5,180.5,46.4,18.2,26.0,120.1
5502,26.64,1.62,42.7,196.0,12.4,178.0,46.7,18.0,25.8,117.3
5503,28.47,1.71,45.94,213.4,13.6,192.3,50.1,19.4,28.2,127.5
5504,31.26,1.89,49.76,224.6,14.6,206.6,54.0,20.6,29.8,137.7
5505,32.62,1.93,51.5,237.9,15.0,214.5,56.2,21.4,31.1,141.1
5506,32.61,1.92,52.76,235.2,15.1,216.9,56.3,21.7,31.4,145.2
5507,32.45,1.97,52.62,243.5,15.5,218.8,57.0,21.6,31.3,143.2
5508,32.49,1.97,51.69,242.2,15.0,217.8,57.4,22.0,31.3,143.7
5509,32.21,1.92,50.23,232.7,15.0,211.6,55.4,21.4,30.6,140.3
5510,31.5,1.84,49.91,228.7,14.5,207.5,54.1,20.7,29.7,137.4
5511,30.6,1.81,49.01,224.8,14.4,203.7,53.7,20.1,29.6,132.9
5512,30.14,1.78,47.45,220.3,13.9,200.0,52.1,20.2,28.9,130.2
5513,30.47,1.8,48.02,226.3,14.4,202.9,52.8,20.3,29.6,134.4
5514,32.83,1.96,51.64,235.8,15.0,217.5,57.2,21.7,31.7,143.7
5515,34.94,2.07,54.72,252.2,16.1,230.5,59.5,22.8,33.1,153.1
5516,34.31,2.03,53.92,252.1,15.6,226.7,58.8,22.7,32.9,151.8
5517,33.06,1.95,51.99,236.5,15.2,217.4,57.3,21.8,31.1,143.1
5518,32.23,1.94,51.33,231.6,15.0,213.2,54.7,21.2,31.4,139.4
5519,30.48,1.84,48.38,220.9,14.1,202.6,53.4,20.5,29.1,132.8
5520,28.56,1.69,44.9,211.3,13.5,189.9,49.9,18.8,27.8,123.9
5521,26.96,1.64,43.52,199.0,12.7,179.5,46.7,17.8,26.3,116.8
5522,26.16,1.58,41.58,192.9,12.2,174.1,45.4,17.3,25.5,113.3
5523,26.08,1.53,40.86,189.5,12.1,171.4,44.4,17.0,25.2,111.9
5524,25.11,1.51,40.2,183.6,11.9,169.0,43.6,16.8,24.3,110.3
5525,25.28,1.49,39.48,184.9,11.6,166.2,43.1,16.4,24.0,109.9
5526,24.6,1.49,39.62,181.2,11.4,164.3,43.2,16.5,24.0,107.8
5527,26.43,1.55,42.31,189.7,12.2,173.9,45.5,17.2,25.4,113.9
5528,27.65,1.68,44.64,200.0,12.7,183.9,48.4,18.5,26.9,121.7
5529,29.55,1.73,46.81,216.0,13.7,194.1,51.2,19.7,28.2,126.9
5530,30.09,1.8,48.63,217.1,14.1,200.0,51.8,20.1,29.2,130.6
5531,30.5,1.87,49.85,223.9,14.6,205.2,52.6,20.5,29.6,134.2
5532,30.46,1.82,48.43,221.5,14.3,204.0,52.5,20.1,29.4,132.7
5533,29.27,1.76,45.7,212.1,13.4,193.2,50.1,19.3,27.6,127.8
5534,27.66,1.64,44.74,203.3,12.9,184.5,48.5,18.3,26.6,123.4
5535,27.03,1.61,43.72,196.5,12.7,181.1,47.6,17.9,26.2,119.5
5536,26.56,1.58,42.38,198.1,12.6,178.2,45.9,18.0,25.5,116.8
5537,26.92,1.61,43.04,199.0,12.6,179.9,46.9,17.8,25.9,118.0
5538,29.79,1.76,48.36,217.7,13.9,198.7,51.4,20.0,29.1,130.6
5539,32.68,1.97,52.65,239.4,15.5,219.3,57.7,21.8,32.1,142.6
5540,33.39,2.01,53.58,245.2,15.4,220.6,57.2,22.1,32.3,146.2
5541,32.4,1.95,52.63,236.1,15.1,217.0,56.6,22.0,31.7,141.5
5542,32.3,1.91,52.1,238.7,14.9,214.4,55.1,21.3,31.1,142.7
5543,31.47,1.84,49.87,230.9,14.6,207.5,53.5,20.5,30.1,135.4
5544,28.76,1.72,45.47,209.1,13.4,189.3,48.7,19.0,27.1,123.5
5545,26.66,1.6,42.85,195.2,12.3,177.8,46.9,18.0,25.6,116.0
5546,26.7,1.56,42.08,190.8,12.4,176.0,45.6,17.4,25.6,117.1
5547,26.31,1.58,42.27,189.4,12.2,173.7,45.3,17.4,25.5,115.2
5548,26.28,1.59,42.6,191.1,12.2,175.4,45.6,17.7,25.5,117.0
5549,26.88,1.64,42.73,198.2,12.5,180.5,47.6,18.0,26.5,117.9
5550,28.53,1.74,46.49,211.0,13.4,191.2,49.2,19.2,28.0,126.9
5551,31.97,1.92,51.76,238.0,15.1,214.0,55.0,21.3,31.0,140.4
5552,35.44,2.1,56.42,262.8,16.5,235.8,60.9,23.2,34.3,154.1
5553,36.95,2.23,57.98,271.2,16.9,244.4,64.1,24.7,35.1,163.1
5554,36.83,2.27,59.8,271.3,17.3,248.9,64.2,25.0,36.6,165.8
5555,38.44,2.26,61.58,277.8,17.6,254.4,66.6,25.5,36.5,166.9
5556,37.39,2.23,59.29,278.0,17.5,249.1,63.9,24.8,36.0,163.1
5557,38.14,2.31,60.51,280.4,17.7,254.7,66.1,25.7,37.4,170.4
5558,36.97,2.23,58.85,269.0,17.5,246.4,64.1,24.4,35.8,161.7
5559,35.38,2.15,56.79,260.8,16.8,236.6,62.1,23.7,34.2,155.6
5560,35.24,2.11,55.61,254.1,16.2,233.3,61.5,23.1,34.0,152.1
5561,33.42,1.97,52.37,246.5,15.7,221.4,57.6,22.4,31.6,144.5
5562,35.08,2.1,55.41,253.9,16.2,232.9,60.6,23.3,34.0,152.3
5563,37.15,2.22,59.04,274.3,17.6,249.1,64.5,24.6,36.2,163.9
5564,36.96,2.19,57.75,265.5,17.2,242.9,63.2,24.1,34.9,159.6
5565,34.4,2.08,55.31,256.6,16.3,230.5,59.3,23.3,33.3,153.7
5566,33.15,2.02,53.21,246.3,15.8,223.1,58.1,22.6,32.2,147.8
5567,31.84,1.9,50.05,232.7,14.9,210.8,54.4,20.8,30.8,138.1
5568,29.38,1.74,46.88,217.7,13.7,196.5,51.2,19.6,28.3,131.2
5569,28.36,1.67,44.29,203.6,12.9,186.9,48.8,18.9,26.8,123.9
5570,26.97,1.66,43.95,202.0,12.7,182.1,46.8,18.4,26.2,120.9
5571,26.76,1.63,42.42,199.0,12.6,178.5,46.6,18.0,26.3,117.1
5572,26.76,1.61,42.28,192.6,12.4,177.5,45.6,18.0,26.0,116.7
5573,27.89,1.7,45.18,206.3,13.0,186.6,48.9,18.8,26.7,121.4
5574,28.97,1.72,46.98,215.1,13.6,193.9,51.0,19.2,28.0,126.9
5575,32.37,1.93,51.21,233.8,15.0,214.7,56.5,21.7,30.9,142.8
5576,35.28,2.15,56.4,258.4,16.9,237.4,62.0,23.9,34.0,155.9
5577,37.45,2.23,59.94,275.1,17.4,247.6,64.2,24.6,36.3,162.5
5578,37.31,2.24,58.81,272.5,17.5,247.6,65.0,25.0,35.7,164.9
5579,37.62,2.28,61.07,277.1,17.4,252.3,66.0,25.4,36.7,168.8
5580,38.41,2.27,60.56,278.0,17.6,254.9,67.0,25.5,36.4,168.7
5581,38.12,2.28,60.96,279.3,17.8,255.0,65.6,25.8,37.0,170.7
5582,36.66,2.22,58.03,268.4,17.3,245.0,63.0,24.3,35.7,160.3
5583,36.08,2.19,58.09,266.8,17.0,243.6,63.7,24.7,35.0,160.3
5584,34.3,2.07,55.73,254.3,16.1,228.9,60.4,23.2,33.2,150.8
5585,33.39,2.03,54.02,247.4,15.6,222.6,58.5,22.4,32.4,145.1
5586,34.8,2.08,56.92,257.0,16.6,234.4,61.5,23.7,33.7,156.6
5587,37.43,2.25,59.38,271.1,17.3,249.6,64.7,24.7,36.0,163.5
5588,36.68,2.19,58.8,262.0,16.9,241.7,62.1,24.5,34.6,160.0
5589,34.03,2.05,54.17,250.8,16.2,228.4,59.2,22.5,33.3,152.2
5590,33.91,1.99,52.71,243.2,15.5,222.9,58.5,22.5,32.7,147.2
5591,31.44,1.89,50.57,228.1,14.8,209.1,54.7,20.9,30.7,139.1
5592,29.01,1.76,47.3,210.7,13.8,194.3,50.5,19.3,28.0,128.5
5593,27.41,1.65,44.13,202.9,12.8,183.6,47.9,18.6,26.9,120.4
5594,26.3,1.58,42.18,193.5,12.6,177.4,45.7,17.9,26.1,118.1
5595,26.05,1.58,42.03,193.9,12.4,175.7,46.1,17.7,25.8,116.2
5596,26.92,1.59,42.36,193.7,12.4,177.3,46.4,17.6,25.9,118.3
5597,27.56,1.68,45.26,207.2,13.0,186.5,48.2,18.9,26.7,122.0
5598,29.46,1.76,47.45,216.0,13.5,195.7,51.1,19.7,28.3,128.6
5599,32.86,1.99,51.9,242.9,15.2,219.5,57.7,21.6,31.7,145.7
5600,35.89,2.15,57.8,262.4,16.5,237.9,61.8,23.8,34.3,155.2
5601,37.27,2.27,59.53,275.3,17.6,249.3,64.5,24.8,36.0,164.0
5602,37.45,2.26,61.1,277.2,17.4,252.4,64.7,25.6,37.1,165.2
5603,38.39,2.33,60.66,280.0,18.1,255.5,66.5,25.4,37.3,169.2
5604,38.91,2.32,61.1,286.1,18.3,257.1,67.1,25.5,37.8,167.7
5605,37.62,2.25,60.71,278.6,17.5,249.7,64.1,25.2,36.5,167.0
5606,36.06,2.19,57.41,263.6,16.8,242.8,63.3,24.5,35.0,160.3
5607,36.08,2.16,58.87,262.9,17.0,242.2,62.9,24.0,34.8,158.0
5608,33.99,1.98,53.32,248.5,15.7,223.4,58.3,22.4,32.8,145.6
5609,33.51,1.98,53.23,247.6,15.8,222.9,58.8,22.2,32.7,149.0
5610,35.43,2.17,56.41,259.2,16.8,237.9,61.6,23.8,34.2,157.7
5611,37.85,2.28,60.29,276.1,17.5,251.6,64.5,25.0,36.7,165.0
5612,36.45,2.19,58.37,264.9,16.9,244.5,62.9,24.5,35.7,161.4
5613,34.27,2.08,54.68,254.5,16.0,231.1,60.2,22.8,33.8,153.6
5614,33.23,1.99,53.12,246.7,15.5,224.6,57.6,22.4,32.8,147.4
5615,31.47,1.9,49.88,232.2,14.6,210.7,55.4,20.8,30.6,139.8
5616,29.5,1.76,47.75,219.4,13.9,196.7,50.7,19.9,28.4,131.5
5617,27.61,1.67,45.22,203.6,12.9,186.6,48.3,18.7,26.8,124.8
5618,27.45,1.61,43.5,198.4,12.5,180.5,47.6,18.1,26.2,119.0
5619,26.71,1.6,42.31,194.1,12.4,177.6,46.3,18.0,25.5,116.4
5620,26.52,1.62,43.15,194.3,12.5,178.0,45.7,17.8,25.9,116.6
5621,28.25,1.68,45.06,206.9,13.2,188.0,48.5,18.8,27.2,124.8
5622,29.18,1.78,47.37,214.7,13.8,196.8,50.8,19.7,28.4,129.8
5623,32.73,1.97,53.35,244.3,15.5,219.7,57.2,21.9,32.1,146.2
5624,36.24,2.17,57.92,265.9,17.0,239.1,62.5,23.6,34.5,155.9
5625,37.79,2.26,60.51,273.3,17.2,248.7,65.0,25.2,35.7,163.4
5626,37.73,2.25,60.18,282.5,17.6,253.2,66.1,25.2,36.6,165.0
5627,38.73,2.28,61.49,280.6,18.2,255.9,67.5,25.8,36.9,169.9
5628,39.43,2.38,63.19,285.8,18.3,260.4,66.9,25.9,37.7,170.7
5629,38.15,2.27,62.34,284.6,18.0,255.9,66.1,25.5,36.9,168.5
5630,36.93,2.22,58.68,269.7,16.9,244.9,63.6,24.8,35.2,162.0
5631,36.01,2.13,58.26,265.0,16.6,239.6,63.0,23.6,34.3,156.6
5632,34.96,2.08,55.28,255.0,16.1,231.4,60.2,22.9,33.4,152.5
5633,32.79,1.97,52.89,242.0,15.6,221.4,58.0,22.2,31.7,144.4
5634,35.3,2.11,55.9,255.9,16.3,232.4,60.7,23.3,33.3,155.2
5635,36.88,2.24,60.39,274.9,17.4,249.0,64.5,25.1,36.2,162.6
5636,36.19,2.18,58.53,261.6,16.8,240.9,62.6,24.0,35.3,159.5
5637,34.45,2.04,54.24,248.9,15.9,227.3,58.5,22.6,32.8,149.2
5638,33.67,1.99,52.9,246.0,15.4,221.8,58.0,22.5,32.2,145.5
5639,31.5,1.85,50.26,232.0,14.8,208.5,54.4,20.8,30.0,136.8
5640,28.94,1.75,46.61,214.9,13.5,193.1,50.5,19.2,28.4,129.3
5641,27.73,1.66,44.11,202.8,12.7,183.6,47.9,18.2,26.8,121.5
5642,27.07,1.6,42.86,195.5,12.6,178.4,46.8,18.0,26.0,118.3
5643,26.5,1.6,41.78,195.6,12.3,175.8,45.2,17.4,25.5,114.5
5644,26.86,1.61,42.98,196.6,12.3,177.2,45.9,17.6,25.5,117.1
5645,27.71,1.65,44.18,202.5,12.9,184.1,47.8,18.5,26.6,122.2
5646,28.2,1.74,45.56,207.1,13.2,190.7,50.0,19.2,27.5,124.7
5647,31.53,1.9,50.68,232.8,15.0,212.1,56.0,21.3,30.7,139.8
5648,35.31,2.07,55.43,259.2,16.4,233.3,59.9,23.6,33.4,155.2
5649,36.57,2.17,58.31,271.7,16.9,244.1,63.7,24.4,35.3,160.8
5650,36.55,2.19,59.13,267.4,17.3,245.0,64.0,24.2,35.8,161.2
5651,37.49,2.24,60.3,276.4,17.6,251.7,66.0,25.3,36.2,163.7
5652,37.57,2.26,60.27,273.3,17.8,251.4,65.0,25.3,36.3,167.3
5653,36.76,2.23,58.78,275.1,17.2,246.5,63.7,24.4,36.2,160.5
5654,36.28,2.15,57.81,264.5,16.6,238.3,61.7,24.2,34.3,156.2
5655,34.78,2.12,55.76,257.4,16.2,232.9,61.4,23.1,33.6,153.9
5656,34.74,2.05,54.49,248.8,16.2,229.2,59.3,22.7,33.2,149.6
5657,32.27,1.97,51.44,240.6,15.0,216.7,57.1,21.4,31.6,142.3
5658,34.7,2.1,54.83,251.7,16.2,230.2,59.6,23.2,33.4,153.1
5659,36.07,2.18,58.75,263.4,16.8,241.4,62.6,24.0,35.1,159.1
5660,34.39,2.1,56.46,253.2,16.2,232.7,60.1,23.1,33.9,155.2
5661,33.08,1.99,52.6,238.8,15.4,220.0,57.9,22.1,32.2,145.7
